BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'35.1'	'not assigned.annotated'	'eme29927'	' (original description: pep supercontig:ASM34128v1:scaf_20:105941:109741:1 gene:Gasu_27120 transcript:EME29927 gene_biotype:protein_coding transcript_biotype:protein_coding description:transducin family protein / WD-40 repeat family protein) & Dynein assembly factor with WDR repeat domains 1 OS=Chlamydomonas reinhardtii (sp|q3y8l7|daw1_chlre : 88.2)'	T
'35.1'	'not assigned.annotated'	'eme29928'	' (original description: pep supercontig:ASM34128v1:scaf_20:109761:110640:1 gene:Gasu_27130 transcript:EME29928 gene_biotype:protein_coding transcript_biotype:protein_coding description:short-chain dehydrogenase/reductase SDR) & 3-oxoacyl-[acyl-carrier-protein] reductase, chloroplastic OS=Cuphea lanceolata (sp|p28643|fabg_cupla : 116.0)'	T
'35.1'	'not assigned.annotated'	'eme29934'	' (original description: pep supercontig:ASM34128v1:scaf_20:118896:120470:-1 gene:Gasu_27190 transcript:EME29934 gene_biotype:protein_coding transcript_biotype:protein_coding description:[methionine synthase] reductase) & NADPH--cytochrome P450 reductase OS=Vigna radiata var. radiata (sp|p37116|ncpr_vigrr : 145.0)'	T
'35.1'	'not assigned.annotated'	'eme29938'	' (original description: pep supercontig:ASM34128v1:scaf_20:126261:127581:1 gene:Gasu_27230 transcript:EME29938 gene_biotype:protein_coding transcript_biotype:protein_coding description:cell division protein pelota) & Protein PELOTA 1 OS=Arabidopsis thaliana (sp|q9zt87|pel1_arath : 316.0)'	T
'35.1'	'not assigned.annotated'	'eme29939'	' (original description: pep supercontig:ASM34128v1:scaf_20:127596:128510:-1 gene:Gasu_27240 transcript:EME29939 gene_biotype:protein_coding transcript_biotype:protein_coding description:5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase) & Probable acylpyruvase FAHD1, mitochondrial OS=Arabidopsis thaliana (sp|q93ze5|fahd1_arath : 215.0)'	T
'35.1'	'not assigned.annotated'	'eme29941'	' (original description: pep supercontig:ASM34128v1:scaf_20:130076:131610:-1 gene:Gasu_27260 transcript:EME29941 gene_biotype:protein_coding transcript_biotype:protein_coding description:SPla/RYanodine receptor (SPRY) domain-containing protein) & Ran-binding protein M homolog OS=Arabidopsis thaliana (sp|f4hyd7|ranbm_arath : 177.0)'	T
'35.1'	'not assigned.annotated'	'eme29942'	' (original description: pep supercontig:ASM34128v1:scaf_20:131616:132870:-1 gene:Gasu_27270 transcript:EME29942 gene_biotype:protein_coding transcript_biotype:protein_coding description:electron carrier/ oxidoreductase) & Clavaminate synthase-like protein At3g21360 OS=Arabidopsis thaliana (sp|q9lig0|y3136_arath : 350.0)'	T
'35.1'	'not assigned.annotated'	'eme29943'	' (original description: pep supercontig:ASM34128v1:scaf_20:132901:134751:1 gene:Gasu_27280 transcript:EME29943 gene_biotype:protein_coding transcript_biotype:protein_coding description:MFS transporter, SP family, sugar:H+ symporter) & Inositol transporter 1 OS=Arabidopsis thaliana (sp|q8vzr6|int1_arath : 129.0)'	T
'35.1'	'not assigned.annotated'	'eme29948'	' (original description: pep supercontig:ASM34128v1:scaf_20:138230:139770:-1 gene:Gasu_27320 transcript:EME29948 gene_biotype:protein_coding transcript_biotype:protein_coding description:salicylate hydroxylase) & Monooxygenase 3 OS=Arabidopsis thaliana (sp|q9flc2|mo3_arath : 85.5)'	T
'35.1'	'not assigned.annotated'	'eme29961'	' (original description: pep supercontig:ASM34128v1:scaf_20:164181:165831:1 gene:Gasu_27450 transcript:EME29961 gene_biotype:protein_coding transcript_biotype:protein_coding description:peptidyl-prolyl cis-trans isomerase-like protein) & Peptidyl-prolyl cis-trans isomerase CYP65 OS=Arabidopsis thaliana (sp|q9fjx0|ppil2_arath : 159.0)'	T
'35.1'	'not assigned.annotated'	'eme29962'	' (original description: pep supercontig:ASM34128v1:scaf_20:165841:167141:1 gene:Gasu_27460 transcript:EME29962 gene_biotype:protein_coding transcript_biotype:protein_coding description:heterogeneous nuclear ribonucleoprotein A1/A3) & Heterogeneous nuclear ribonucleoprotein 1 OS=Arabidopsis thaliana (sp|q8w034|rnp1_arath : 155.0)'	T
'35.1'	'not assigned.annotated'	'eme29973'	' (original description: pep supercontig:ASM34128v1:scaf_20:187722:189242:1 gene:Gasu_27550 transcript:EME29973 gene_biotype:protein_coding transcript_biotype:protein_coding description:GTP-binding protein isoform 1) & Developmentally-regulated G-protein 2 OS=Arabidopsis thaliana (sp|q9cai1|drg2_arath : 485.0)'	T
'35.1'	'not assigned.annotated'	'eme29972'	' (original description: pep supercontig:ASM34128v1:scaf_20:187722:189242:1 gene:Gasu_27550 transcript:EME29972 gene_biotype:protein_coding transcript_biotype:protein_coding description:GTP-binding protein isoform 1) & Developmentally-regulated G-protein 2 OS=Arabidopsis thaliana (sp|q9cai1|drg2_arath : 442.0)'	T
'35.1'	'not assigned.annotated'	'eme29976'	' (original description: pep supercontig:ASM34128v1:scaf_20:191827:193501:-1 gene:Gasu_27580 transcript:EME29976 gene_biotype:protein_coding transcript_biotype:protein_coding description:methyltransferase) & Putative methyltransferase At1g22800, mitochondrial OS=Arabidopsis thaliana (sp|o80543|y1280_arath : 204.0)'	T
'35.1'	'not assigned.annotated'	'eme26662'	' (original description: pep supercontig:ASM34128v1:scaf_60:370:2220:-1 gene:Gasu_56710 transcript:EME26662 gene_biotype:protein_coding transcript_biotype:protein_coding description:5'-AMP-activated protein kinase, regulatory beta subunit) & SNF1-related protein kinase regulatory subunit beta-2 OS=Arabidopsis thaliana (sp|q9scy5|kinb2_arath : 109.0)'	T
'35.1'	'not assigned.annotated'	'eme26674'	' (original description: pep supercontig:ASM34128v1:scaf_60:19446:21590:-1 gene:Gasu_56820 transcript:EME26674 gene_biotype:protein_coding transcript_biotype:protein_coding description:glutamate N-acetyltransferase isoform 2) & Protein root UVB sensitive 1, chloroplastic OS=Arabidopsis thaliana (sp|q7x6p3|rus1_arath : 185.0)'	T
'35.1'	'not assigned.annotated'	'eme26673'	' (original description: pep supercontig:ASM34128v1:scaf_60:19836:21590:-1 gene:Gasu_56820 transcript:EME26673 gene_biotype:protein_coding transcript_biotype:protein_coding description:glutamate N-acetyltransferase isoform 2) & Protein root UVB sensitive 1, chloroplastic OS=Arabidopsis thaliana (sp|q7x6p3|rus1_arath : 185.0)'	T
'35.1'	'not assigned.annotated'	'eme26678'	' (original description: pep supercontig:ASM34128v1:scaf_60:25116:26750:-1 gene:Gasu_56860 transcript:EME26678 gene_biotype:protein_coding transcript_biotype:protein_coding description:PsbB mRNA maturation factor Mbb1) & PsbB mRNA maturation factor Mbb1, chloroplastic OS=Chlamydomonas reinhardtii (sp|q9fns4|mbb1_chlre : 154.0)'	T
'35.1'	'not assigned.annotated'	'eme26682'	' (original description: pep supercontig:ASM34128v1:scaf_60:30941:32940:-1 gene:Gasu_56890 transcript:EME26682 gene_biotype:protein_coding transcript_biotype:protein_coding description:phospholipid/glycerol acyltransferase family protein) & Glycerol-3-phosphate acyltransferase 9 OS=Arabidopsis thaliana (sp|q8gwg0|gpat9_arath : 273.0)'	T
'35.1'	'not assigned.annotated'	'eme26686'	' (original description: pep supercontig:ASM34128v1:scaf_60:41183:42220:-1 gene:Gasu_56930 transcript:EME26686 gene_biotype:protein_coding transcript_biotype:protein_coding description:3-oxoacyl-(acyl-carrier-protein) reductase) & Tropinone reductase homolog At5g06060 OS=Arabidopsis thaliana (sp|q9lht0|trnhf_arath : 115.0)'	T
'35.1'	'not assigned.annotated'	'eme26144'	' (original description: pep supercontig:ASM34128v1:scaf_112:3411:6601:1 gene:Gasu_62090 transcript:EME26144 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA polymerase delta catalytic chain) & DNA polymerase delta catalytic subunit OS=Arabidopsis thaliana (sp|q9lvn7|dpod1_arath : 142.0)'	T
'35.1'	'not assigned.annotated'	'eme28220'	' (original description: pep supercontig:ASM34128v1:scaf_38:10186:12570:-1 gene:Gasu_42240 transcript:EME28220 gene_biotype:protein_coding transcript_biotype:protein_coding description:metal transporter, ACDP family) & DUF21 domain-containing protein At2g14520 OS=Arabidopsis thaliana (sp|q9zqr4|y2452_arath : 193.0)'	T
'35.1'	'not assigned.annotated'	'eme28236'	' (original description: pep supercontig:ASM34128v1:scaf_38:35091:36329:1 gene:Gasu_42380 transcript:EME28236 gene_biotype:protein_coding transcript_biotype:protein_coding description:phosphatase isoform 1) & Probable protein phosphatase 2C 55 OS=Arabidopsis thaliana (sp|q9suk9|p2c55_arath : 180.0)'	T
'35.1'	'not assigned.annotated'	'eme28235'	' (original description: pep supercontig:ASM34128v1:scaf_38:35091:36329:1 gene:Gasu_42380 transcript:EME28235 gene_biotype:protein_coding transcript_biotype:protein_coding description:phosphatase isoform 1) & Probable protein phosphatase 2C 55 OS=Arabidopsis thaliana (sp|q9suk9|p2c55_arath : 181.0)'	T
'35.1'	'not assigned.annotated'	'eme28242'	' (original description: pep supercontig:ASM34128v1:scaf_38:42391:43601:1 gene:Gasu_42440 transcript:EME28242 gene_biotype:protein_coding transcript_biotype:protein_coding description:alcohol dehydrogenase (zinc-containing)) & Alcohol dehydrogenase 1 OS=Pennisetum americanum (sp|p14219|adh1_penam : 168.0)'	T
'35.1'	'not assigned.annotated'	'eme28243'	' (original description: pep supercontig:ASM34128v1:scaf_38:43606:47190:-1 gene:Gasu_42450 transcript:EME28243 gene_biotype:protein_coding transcript_biotype:protein_coding description:ubiquitin conjugation factor E4 B) & Probable ubiquitin conjugation factor E4 OS=Arabidopsis thaliana (sp|q9lf41|ube4_arath : 398.0)'	T
'35.1'	'not assigned.annotated'	'eme28248'	' (original description: pep supercontig:ASM34128v1:scaf_38:49046:50550:-1 gene:Gasu_42480 transcript:EME28248 gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-dependent RNA helicase) & DEAD-box ATP-dependent RNA helicase 10 OS=Arabidopsis thaliana (sp|q8gy84|rh10_arath : 390.0)'	T
'35.1'	'not assigned.annotated'	'eme28249'	' (original description: pep supercontig:ASM34128v1:scaf_38:50561:51381:1 gene:Gasu_42490 transcript:EME28249 gene_biotype:protein_coding transcript_biotype:protein_coding description:stromal cell derived factor 2) & Stromal cell-derived factor 2-like protein OS=Arabidopsis thaliana (sp|q93ze8|sdf2_arath : 155.0)'	T
'35.1'	'not assigned.annotated'	'eme28253'	' (original description: pep supercontig:ASM34128v1:scaf_38:57788:58709:1 gene:Gasu_42530 transcript:EME28253 gene_biotype:protein_coding transcript_biotype:protein_coding description:H+-transporting P-type ATPase) & Plasma membrane ATPase OS=Oryza sativa subsp. japonica (sp|q7xpy2|pma1_orysj : 109.0)'	T
'35.1'	'not assigned.annotated'	'eme28260'	' (original description: pep supercontig:ASM34128v1:scaf_38:75611:77531:1 gene:Gasu_42600 transcript:EME28260 gene_biotype:protein_coding transcript_biotype:protein_coding description:MFS transporter, SP family, sugar:H+ symporter) & Inositol transporter 1 OS=Arabidopsis thaliana (sp|q8vzr6|int1_arath : 129.0)'	T
'35.1'	'not assigned.annotated'	'eme28264'	' (original description: pep supercontig:ASM34128v1:scaf_38:81951:83609:1 gene:Gasu_42640 transcript:EME28264 gene_biotype:protein_coding transcript_biotype:protein_coding description:epsin) & Clathrin interactor EPSIN 3 OS=Arabidopsis thaliana (sp|q93yp4|epn3_arath : 98.6)'	T
'35.1'	'not assigned.annotated'	'eme28271'	' (original description: pep supercontig:ASM34128v1:scaf_38:94876:96480:-1 gene:Gasu_42710 transcript:EME28271 gene_biotype:protein_coding transcript_biotype:protein_coding description:GTP-binding protein Era) & GTP-binding protein ERG OS=Antirrhinum majus (sp|o82626|erg_antma : 110.0)'	T
'35.1'	'not assigned.annotated'	'eme28276'	' (original description: pep supercontig:ASM34128v1:scaf_38:101981:103681:1 gene:Gasu_42760 transcript:EME28276 gene_biotype:protein_coding transcript_biotype:protein_coding description:serine rich Pumilio family RNA binding domain pr otein) & Pumilio homolog 12 OS=Arabidopsis thaliana (sp|q9lvc3|pum12_arath : 146.0)'	T
'35.1'	'not assigned.annotated'	'eme28277'	' (original description: pep supercontig:ASM34128v1:scaf_38:103696:104850:-1 gene:Gasu_42770 transcript:EME28277 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA ligase) & DNA ligase 6 OS=Arabidopsis thaliana (sp|f4hpz9|lig6_arath : 176.0)'	T
'35.1'	'not assigned.annotated'	'eme28281'	' (original description: pep supercontig:ASM34128v1:scaf_38:111411:112221:1 gene:Gasu_42810 transcript:EME28281 gene_biotype:protein_coding transcript_biotype:protein_coding description:bifunctional polynucleotide phosphatase/kinase) & Transcription factor bHLH140 OS=Arabidopsis thaliana (sp|q9m041|bh140_arath : 82.8)'	T
'35.1'	'not assigned.annotated'	'eme30907'	' (original description: pep supercontig:ASM34128v1:scaf_11:11:2370:-1 gene:Gasu_16770 transcript:EME30907 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA-directed RNA polymerase II subunit A) & DNA-directed RNA polymerase II subunit 1 OS=Arabidopsis thaliana (sp|p18616|nrpb1_arath : 831.0)'	T
'35.1'	'not assigned.annotated'	'eme30912'	' (original description: pep supercontig:ASM34128v1:scaf_11:6104:7500:-1 gene:Gasu_16810 transcript:EME30912 gene_biotype:protein_coding transcript_biotype:protein_coding description:molecular chaperone DnaJ) & DnaJ protein homolog OS=Cucumis sativus (sp|q04960|dnjh_cucsa : 362.0)'	T
'35.1'	'not assigned.annotated'	'eme30915'	' (original description: pep supercontig:ASM34128v1:scaf_11:10734:13140:-1 gene:Gasu_16840 transcript:EME30915 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein) & Protein VASCULAR ASSOCIATED DEATH 1, chloroplastic OS=Arabidopsis thaliana (sp|f4hvw5|vad1_arath : 97.4)'	T
'35.1'	'not assigned.annotated'	'eme30921'	' (original description: pep supercontig:ASM34128v1:scaf_11:19066:20170:-1 gene:Gasu_16890 transcript:EME30921 gene_biotype:protein_coding transcript_biotype:protein_coding description:short-chain dehydrogenase/reductase SDR) & 11-beta-hydroxysteroid dehydrogenase-like 4A OS=Arabidopsis thaliana (sp|p0dkc7|hsd4a_arath : 104.0)'	T
'35.1'	'not assigned.annotated'	'eme30928'	' (original description: pep supercontig:ASM34128v1:scaf_11:31091:32291:1 gene:Gasu_16960 transcript:EME30928 gene_biotype:protein_coding transcript_biotype:protein_coding description:Trp repressor binding protein) & Quinone-oxidoreductase QR2 OS=Triphysaria versicolor (sp|q9ayu0|qr2_trivs : 217.0)'	T
'35.1'	'not assigned.annotated'	'eme30935'	' (original description: pep supercontig:ASM34128v1:scaf_11:41669:43009:-1 gene:Gasu_17020 transcript:EME30935 gene_biotype:protein_coding transcript_biotype:protein_coding description:molecular chaperone DnaJ isoform 1) & DnaJ protein ERDJ3B OS=Arabidopsis thaliana (sp|q9lzk5|dnj19_arath : 217.0)'	T
'35.1'	'not assigned.annotated'	'eme30934'	' (original description: pep supercontig:ASM34128v1:scaf_11:41646:43110:-1 gene:Gasu_17020 transcript:EME30934 gene_biotype:protein_coding transcript_biotype:protein_coding description:molecular chaperone DnaJ isoform 1) & DnaJ protein ERDJ3B OS=Arabidopsis thaliana (sp|q9lzk5|dnj19_arath : 217.0)'	T
'35.1'	'not assigned.annotated'	'eme30941'	' (original description: pep supercontig:ASM34128v1:scaf_11:53036:53990:-1 gene:Gasu_17080 transcript:EME30941 gene_biotype:protein_coding transcript_biotype:protein_coding description:template-activating factor I) & NAP1-related protein 1 OS=Oryza sativa subsp. indica (sp|a2xu85|nrp1_orysi : 83.6)'	T
'35.1'	'not assigned.annotated'	'eme30951'	' (original description: pep supercontig:ASM34128v1:scaf_11:72001:73511:1 gene:Gasu_17180 transcript:EME30951 gene_biotype:protein_coding transcript_biotype:protein_coding description:ABC transporter, cobalt/nickel transport, ATP-binding protein) & ABC transporter I family member 11, chloroplastic OS=Arabidopsis thaliana (sp|q8lef6|ab11i_arath : 95.5)'	T
'35.1'	'not assigned.annotated'	'eme30955'	' (original description: pep supercontig:ASM34128v1:scaf_11:79436:81770:-1 gene:Gasu_17220 transcript:EME30955 gene_biotype:protein_coding transcript_biotype:protein_coding description:pre-mRNA-splicing factor ATP-dependent RNA helicase) & Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH9 OS=Arabidopsis thaliana (sp|f4jrj6|deah9_arath : 486.0)'	T
'35.1'	'not assigned.annotated'	'eme30956'	' (original description: pep supercontig:ASM34128v1:scaf_11:81816:82750:-1 gene:Gasu_17230 transcript:EME30956 gene_biotype:protein_coding transcript_biotype:protein_coding description:AMMECR1 family) & Uncharacterized protein At2g38710 OS=Arabidopsis thaliana (sp|q9zvj2|amerl_arath : 123.0)'	T
'35.1'	'not assigned.annotated'	'eme30984'	' (original description: pep supercontig:ASM34128v1:scaf_11:112621:113662:1 gene:Gasu_17460 transcript:EME30984 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein) & Peter Pan-like protein OS=Arabidopsis thaliana (sp|q9asu7|ppan_arath : 185.0)'	T
'35.1'	'not assigned.annotated'	'eme30988'	' (original description: pep supercontig:ASM34128v1:scaf_11:118911:121183:1 gene:Gasu_17500 transcript:EME30988 gene_biotype:protein_coding transcript_biotype:protein_coding description:DEAD box ATP-dependent RNA helicase, putative) & DEAD-box ATP-dependent RNA helicase 53, mitochondrial OS=Arabidopsis thaliana (sp|q9luw5|rh53_arath : 152.0)'	T
'35.1'	'not assigned.annotated'	'eme30992'	' (original description: pep supercontig:ASM34128v1:scaf_11:127181:129031:1 gene:Gasu_17540 transcript:EME30992 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein) & Uncharacterized protein At5g03900, chloroplastic OS=Arabidopsis thaliana (sp|q8gw20|y5390_arath : 196.0)'	T
'35.1'	'not assigned.annotated'	'eme30994'	' (original description: pep supercontig:ASM34128v1:scaf_11:129966:132440:-1 gene:Gasu_17560 transcript:EME30994 gene_biotype:protein_coding transcript_biotype:protein_coding description:aarF domain-containing kinase) & Uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic OS=Arabidopsis thaliana (sp|q94bu1|y1181_arath : 303.0)'	T
'35.1'	'not assigned.annotated'	'eme31005'	' (original description: pep supercontig:ASM34128v1:scaf_11:148576:151450:-1 gene:Gasu_17670 transcript:EME31005 gene_biotype:protein_coding transcript_biotype:protein_coding description:chloride channel/carrier, CIC family) & Putative chloride channel-like protein CLC-g OS=Arabidopsis thaliana (sp|p60300|clcg_arath : 80.9)'	T
'35.1'	'not assigned.annotated'	'eme31013'	' (original description: pep supercontig:ASM34128v1:scaf_11:158751:161071:1 gene:Gasu_17740 transcript:EME31013 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein) & Phosphatidylinositol 4-kinase gamma 4 OS=Arabidopsis thaliana (sp|q9zpy9|p4kg4_arath : 151.0)'	T
'35.1'	'not assigned.annotated'	'eme31022'	' (original description: pep supercontig:ASM34128v1:scaf_11:174261:176292:1 gene:Gasu_17820 transcript:EME31022 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein) & COMPASS-like H3K4 histone methylase component WDR5A OS=Arabidopsis thaliana (sp|q9m2z2|wdr5a_arath : 97.8)'	T
'35.1'	'not assigned.annotated'	'eme31023'	' (original description: pep supercontig:ASM34128v1:scaf_11:176311:178051:1 gene:Gasu_17830 transcript:EME31023 gene_biotype:protein_coding transcript_biotype:protein_coding description:protochlorophyllide reductase) & Short-chain dehydrogenase TIC 32, chloroplastic OS=Arabidopsis thaliana (sp|a2rvm0|tic32_arath : 139.0)'	T
'35.1'	'not assigned.annotated'	'eme31029'	' (original description: pep supercontig:ASM34128v1:scaf_11:186086:186930:-1 gene:Gasu_17880 transcript:EME31029 gene_biotype:protein_coding transcript_biotype:protein_coding description:small GTP-binding protein of Rab family) & Ras-related protein RABD1 OS=Arabidopsis thaliana (sp|q9zre2|rabd1_arath : 82.8)'	T
'35.1'	'not assigned.annotated'	'eme31032'	' (original description: pep supercontig:ASM34128v1:scaf_11:187821:189451:1 gene:Gasu_17910 transcript:EME31032 gene_biotype:protein_coding transcript_biotype:protein_coding description:peroxisomal membrane MPV17/PMP22-like protein) & Peroxisomal membrane protein PMP22 OS=Arabidopsis thaliana (sp|q9zs51|pmp22_arath : 80.9)'	T
'35.1'	'not assigned.annotated'	'eme31033'	' (original description: pep supercontig:ASM34128v1:scaf_11:189536:191700:-1 gene:Gasu_17920 transcript:EME31033 gene_biotype:protein_coding transcript_biotype:protein_coding description:MFS transporter, PHS family, inorganic phosphate transporter) & Probable inorganic phosphate transporter 1-6 OS=Arabidopsis thaliana (sp|q9zwt3|pht16_arath : 80.5)'	T
'35.1'	'not assigned.annotated'	'eme31039'	' (original description: pep supercontig:ASM34128v1:scaf_11:196866:197760:-1 gene:Gasu_17970 transcript:EME31039 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein) & Acyl-CoA-binding domain-containing protein 4 OS=Oryza sativa subsp. japonica (sp|a3ayr1|acbp4_orysj : 95.9)'	T
'35.1'	'not assigned.annotated'	'eme27702'	' (original description: pep supercontig:ASM34128v1:scaf_44:9791:11113:1 gene:Gasu_46920 transcript:EME27702 gene_biotype:protein_coding transcript_biotype:protein_coding description:actin) & Actin OS=Chlamydomonas reinhardtii (sp|p53498|act_chlre : 311.0)'	T
'35.1'	'not assigned.annotated'	'eme27710'	' (original description: pep supercontig:ASM34128v1:scaf_44:25776:29070:-1 gene:Gasu_47000 transcript:EME27710 gene_biotype:protein_coding transcript_biotype:protein_coding description:GTP-binding protein) & Probable GTP-binding protein OBGC1, chloroplastic OS=Oryza sativa subsp. indica (sp|a2ypr8|obgc1_orysi : 265.0)'	T
'35.1'	'not assigned.annotated'	'eme27729'	' (original description: pep supercontig:ASM34128v1:scaf_44:51643:55000:-1 gene:Gasu_47170 transcript:EME27729 gene_biotype:protein_coding transcript_biotype:protein_coding description:zinc protease) & Probable mitochondrial-processing peptidase subunit beta, mitochondrial OS=Arabidopsis thaliana (sp|q42290|mppb_arath : 124.0)'	T
'35.1'	'not assigned.annotated'	'eme27730'	' (original description: pep supercontig:ASM34128v1:scaf_44:55006:57450:-1 gene:Gasu_47180 transcript:EME27730 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA excision repair protein ERCC-2) & Regulator of telomere elongation helicase 1 homolog OS=Arabidopsis thaliana (sp|f4hqe2|rtel1_arath : 499.0)'	T
'35.1'	'not assigned.annotated'	'eme27738'	' (original description: pep supercontig:ASM34128v1:scaf_44:68986:70270:-1 gene:Gasu_47250 transcript:EME27738 gene_biotype:protein_coding transcript_biotype:protein_coding description:cis-prenyltransferase, dehydrodolichyl diphosphate synthase) & Dehydrodolichyl diphosphate synthase 6 OS=Arabidopsis thaliana (sp|q8s2t1|ddps6_arath : 153.0)'	T
'35.1'	'not assigned.annotated'	'eme27751'	' (original description: pep supercontig:ASM34128v1:scaf_44:95386:98240:-1 gene:Gasu_47370 transcript:EME27751 gene_biotype:protein_coding transcript_biotype:protein_coding description:protease IV) & Serine protease SPPA, chloroplastic OS=Arabidopsis thaliana (sp|q9c9c0|sppa1_arath : 123.0)'	T
'35.1'	'not assigned.annotated'	'eme27774'	' (original description: pep supercontig:ASM34128v1:scaf_44:134501:137026:1 gene:Gasu_47600 transcript:EME27774 gene_biotype:protein_coding transcript_biotype:protein_coding description:GTP-binding protein) & Protein ROOT HAIR DEFECTIVE 3 homolog 1 OS=Oryza sativa subsp. japonica (sp|q2qmh2|rhd31_orysj : 257.0)'	T
'35.1'	'not assigned.annotated'	'eme32635'	' (original description: pep supercontig:ASM34128v1:scaf_0:14081:15371:1 gene:Gasu_00080 transcript:EME32635 gene_biotype:protein_coding transcript_biotype:protein_coding description:aquaglyceroporin related protein, MIP family) & Probable aquaporin NIP4-2 OS=Arabidopsis thaliana (sp|q8w036|nip42_arath : 101.0)'	T
'35.1'	'not assigned.annotated'	'eme32646'	' (original description: pep supercontig:ASM34128v1:scaf_0:29061:29721:1 gene:Gasu_00180 transcript:EME32646 gene_biotype:protein_coding transcript_biotype:protein_coding description:thioredoxin family Trp26-like protein) & PITH domain-containing protein At3g04780 OS=Arabidopsis thaliana (sp|q9sqz9|pith1_arath : 80.5)'	T
'35.1'	'not assigned.annotated'	'eme32667'	' (original description: pep supercontig:ASM34128v1:scaf_0:68591:70111:1 gene:Gasu_00390 transcript:EME32667 gene_biotype:protein_coding transcript_biotype:protein_coding description:phospholipid/glycerol acyltransferase family protein) & Lysophospholipid acyltransferase LPEAT1 OS=Arabidopsis thaliana (sp|q8l7r3|lpct1_arath : 172.0)'	T
'35.1'	'not assigned.annotated'	'eme32682'	' (original description: pep supercontig:ASM34128v1:scaf_0:90611:91974:1 gene:Gasu_00520 transcript:EME32682 gene_biotype:protein_coding transcript_biotype:protein_coding description:oxidoreductase family protein) & Uncharacterized oxidoreductase At4g09670 OS=Arabidopsis thaliana (sp|q9sz83|y4967_arath : 179.0)'	T
'35.1'	'not assigned.annotated'	'eme32683'	' (original description: pep supercontig:ASM34128v1:scaf_0:91976:93020:-1 gene:Gasu_00530 transcript:EME32683 gene_biotype:protein_coding transcript_biotype:protein_coding description:4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis) & Protein DJ-1 homolog B OS=Arabidopsis thaliana (sp|q9mah3|dj1b_arath : 169.0)'	T
'35.1'	'not assigned.annotated'	'eme32689'	' (original description: pep supercontig:ASM34128v1:scaf_0:103377:104341:-1 gene:Gasu_00580 transcript:EME32689 gene_biotype:protein_coding transcript_biotype:protein_coding description:beta-phosphoglucomutase isoform 2) & (DL)-glycerol-3-phosphatase 2 OS=Arabidopsis thaliana (sp|q8vzp1|gpp2_arath : 103.0)'	T
'35.1'	'not assigned.annotated'	'eme32688'	' (original description: pep supercontig:ASM34128v1:scaf_0:103167:104430:-1 gene:Gasu_00580 transcript:EME32688 gene_biotype:protein_coding transcript_biotype:protein_coding description:beta-phosphoglucomutase isoform 2) & (DL)-glycerol-3-phosphatase 2 OS=Arabidopsis thaliana (sp|q8vzp1|gpp2_arath : 108.0)'	T
'35.1'	'not assigned.annotated'	'eme32704'	' (original description: pep supercontig:ASM34128v1:scaf_0:129821:136171:1 gene:Gasu_00710 transcript:EME32704 gene_biotype:protein_coding transcript_biotype:protein_coding description:myosin heavy chain) & Myosin-14 OS=Arabidopsis thaliana (sp|f4jm19|myo14_arath : 370.0)'	T
'35.1'	'not assigned.annotated'	'eme32708'	' (original description: pep supercontig:ASM34128v1:scaf_0:143221:145911:1 gene:Gasu_00750 transcript:EME32708 gene_biotype:protein_coding transcript_biotype:protein_coding description:sulfite reductase (NADPH) flavoprotein alpha-component) & NADPH--cytochrome P450 reductase 2 OS=Arabidopsis thaliana (sp|q9sum3|ncpr2_arath : 192.0)'	T
'35.1'	'not assigned.annotated'	'eme32722'	' (original description: pep supercontig:ASM34128v1:scaf_0:169051:171109:1 gene:Gasu_00880 transcript:EME32722 gene_biotype:protein_coding transcript_biotype:protein_coding description:aarF domain-containing kinase) & Putative ABC1 protein At2g40090 OS=Arabidopsis thaliana (sp|o04212|y2090_arath : 369.0)'	T
'35.1'	'not assigned.annotated'	'eme32739'	' (original description: pep supercontig:ASM34128v1:scaf_0:200638:202431:1 gene:Gasu_01040 transcript:EME32739 gene_biotype:protein_coding transcript_biotype:protein_coding description:ribulose-1,5 bisphosphate carboxylase oxygenase large subunit N-methyltransferase, putative isoform 1) & Ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplastic OS=Nicotiana tabacum (sp|p94026|rbcmt_tobac : 85.9)'	T
