BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'35.2'	'not assigned.not annotated'	'cdf40030'	' no hits & (original description: pep supercontig:ASM35022v2:HG002110:12680:12829:1 gene:CHC_T00000630001 transcript:CDF40030 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf40031'	' no hits & (original description: pep supercontig:ASM35022v2:HG002110:12866:12985:1 gene:CHC_T00000631001 transcript:CDF40031 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf40032'	' no hits & (original description: pep supercontig:ASM35022v2:HG002110:12987:13594:-1 gene:CHC_T00000632001 transcript:CDF40032 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf40033'	' no hits & (original description: pep supercontig:ASM35022v2:HG002110:13641:14192:-1 gene:CHC_T00000633001 transcript:CDF40033 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf40034'	' no hits & (original description: pep supercontig:ASM35022v2:HG002110:14603:14728:1 gene:CHC_T00000634001 transcript:CDF40034 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34261'	' no hits & (original description: pep supercontig:ASM35022v2:HG001681:85100:86587:1 gene:CHC_T00002959001 transcript:CDF34261 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34532'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:17607:18263:-1 gene:CHC_T00003168001 transcript:CDF34532 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34535'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:26798:29178:-1 gene:CHC_T00003171001 transcript:CDF34535 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34536'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:113675:114028:-1 gene:CHC_T00010257001 transcript:CDF34536 gene_biotype:protein_coding transcript_biotype:protein_coding description:Probable U2 small nuclear ribonucleoprotein A')'	T
'35.2'	'not assigned.not annotated'	'cdf34537'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:142883:143254:1 gene:CHC_T00003172001 transcript:CDF34537 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34538'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:148641:150341:1 gene:CHC_T00010166001 transcript:CDF34538 gene_biotype:protein_coding transcript_biotype:protein_coding description:KH domain-containing protein)'	T
'35.2'	'not assigned.not annotated'	'cdf34539'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:151661:153642:-1 gene:CHC_T00003174001 transcript:CDF34539 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34540'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:154848:156213:1 gene:CHC_T00003175001 transcript:CDF34540 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34541'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:156271:157517:-1 gene:CHC_T00003176001 transcript:CDF34541 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34542'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:158244:159101:1 gene:CHC_T00010144001 transcript:CDF34542 gene_biotype:protein_coding transcript_biotype:protein_coding description:Coiled-coil domain-containing protein, putative)'	T
'35.2'	'not assigned.not annotated'	'cdf34544'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:168334:168666:1 gene:CHC_T00003178001 transcript:CDF34544 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34545'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:168715:168888:-1 gene:CHC_T00003179001 transcript:CDF34545 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34546'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:169122:169373:1 gene:CHC_T00003180001 transcript:CDF34546 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34547'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:169424:169723:1 gene:CHC_T00003181001 transcript:CDF34547 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34549'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:180587:182834:-1 gene:CHC_T00003183001 transcript:CDF34549 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34550'	' no hits & (original description: pep supercontig:ASM35022v2:HG001696:183941:186667:1 gene:CHC_T00003184001 transcript:CDF34550 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36120'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:64349:64852:-1 gene:CHC_T00004477001 transcript:CDF36120 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36121'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:74575:75070:-1 gene:CHC_T00004478001 transcript:CDF36121 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36122'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:98955:103550:1 gene:CHC_T00004479001 transcript:CDF36122 gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-dependent DNA helicase [Source:UniProtKB/TrEMBL;Acc:R7QC92])'	T
'35.2'	'not assigned.not annotated'	'cdf36123'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:107386:108891:-1 gene:CHC_T00004480001 transcript:CDF36123 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36124'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:115394:115696:-1 gene:CHC_T00004481001 transcript:CDF36124 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36125'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:115702:118528:1 gene:CHC_T00004482001 transcript:CDF36125 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36126'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:121412:121943:1 gene:CHC_T00008937001 transcript:CDF36126 gene_biotype:protein_coding transcript_biotype:protein_coding description:Heat Shock Protein 20, HSP20)'	T
'35.2'	'not assigned.not annotated'	'cdf36127'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:122940:123293:-1 gene:CHC_T00004483001 transcript:CDF36127 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36128'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:124090:125863:-1 gene:CHC_T00004484001 transcript:CDF36128 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36129'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:125881:126213:-1 gene:CHC_T00004485001 transcript:CDF36129 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36130'	' no hits & (original description: pep supercontig:ASM35022v2:HG001761:131529:131948:1 gene:CHC_T00004486001 transcript:CDF36130 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33014'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:42010:42414:-1 gene:CHC_T00001844001 transcript:CDF33014 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33015'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:42431:43971:-1 gene:CHC_T00001845001 transcript:CDF33015 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33016'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:44524:45647:-1 gene:CHC_T00001846001 transcript:CDF33016 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33017'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:53320:53853:1 gene:CHC_T00001847001 transcript:CDF33017 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33018'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:53865:54665:-1 gene:CHC_T00001848001 transcript:CDF33018 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33019'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:58055:58273:1 gene:CHC_T00001849001 transcript:CDF33019 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33020'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:64275:65006:1 gene:CHC_T00001850001 transcript:CDF33020 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33021'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:78065:82183:-1 gene:CHC_T00001851001 transcript:CDF33021 gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-dependent DNA helicase [Source:UniProtKB/TrEMBL;Acc:R7Q6N1])'	T
'35.2'	'not assigned.not annotated'	'cdf33022'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:143110:143871:-1 gene:CHC_T00001852001 transcript:CDF33022 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33023'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:145737:146363:-1 gene:CHC_T00001853001 transcript:CDF33023 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33024'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:148662:149030:1 gene:CHC_T00001854001 transcript:CDF33024 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33025'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:152164:152370:-1 gene:CHC_T00001855001 transcript:CDF33025 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33026'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:159771:159900:-1 gene:CHC_T00001856001 transcript:CDF33026 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33027'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:168610:169347:1 gene:CHC_T00001857001 transcript:CDF33027 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33028'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:170155:171110:-1 gene:CHC_T00001858001 transcript:CDF33028 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33029'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:180646:181011:1 gene:CHC_T00001859001 transcript:CDF33029 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf33030'	' no hits & (original description: pep supercontig:ASM35022v2:HG001630:181130:184126:1 gene:CHC_T00001860001 transcript:CDF33030 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36536'	' no hits & (original description: pep supercontig:ASM35022v2:HG001784:46239:47093:-1 gene:CHC_T00005008001 transcript:CDF36536 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36537'	' no hits & (original description: pep supercontig:ASM35022v2:HG001784:50589:51196:-1 gene:CHC_T00005009001 transcript:CDF36537 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36538'	' no hits & (original description: pep supercontig:ASM35022v2:HG001784:87559:88022:-1 gene:CHC_T00005010001 transcript:CDF36538 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36539'	' no hits & (original description: pep supercontig:ASM35022v2:HG001784:88979:91222:-1 gene:CHC_T00008346001 transcript:CDF36539 gene_biotype:protein_coding transcript_biotype:protein_coding description:NB-ARC protein)'	T
'35.2'	'not assigned.not annotated'	'cdf36540'	' no hits & (original description: pep supercontig:ASM35022v2:HG001784:92423:92912:-1 gene:CHC_T00005011001 transcript:CDF36540 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34644'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:935:2416:-1 gene:CHC_T00003348001 transcript:CDF34644 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34645'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:77870:78790:-1 gene:CHC_T00003349001 transcript:CDF34645 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34646'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:88411:98794:-1 gene:CHC_T00003350001 transcript:CDF34646 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34647'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:99795:100343:1 gene:CHC_T00003351001 transcript:CDF34647 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34648'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:100354:101046:-1 gene:CHC_T00003352001 transcript:CDF34648 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34650'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:102864:103289:-1 gene:CHC_T00003354001 transcript:CDF34650 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34652'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:103931:104634:-1 gene:CHC_T00003356001 transcript:CDF34652 gene_biotype:protein_coding transcript_biotype:protein_coding description:Phospholipid scramblase [Source:UniProtKB/TrEMBL;Acc:R7Q7X7])'	T
'35.2'	'not assigned.not annotated'	'cdf34655'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:111802:111936:1 gene:CHC_T00003358001 transcript:CDF34655 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34656'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:112018:113352:-1 gene:CHC_T00003359001 transcript:CDF34656 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34657'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:117503:118459:1 gene:CHC_T00003360001 transcript:CDF34657 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34660'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:125388:125625:1 gene:CHC_T00003362001 transcript:CDF34660 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34661'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:159751:160233:1 gene:CHC_T00003363001 transcript:CDF34661 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34662'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:160606:161548:-1 gene:CHC_T00003364001 transcript:CDF34662 gene_biotype:protein_coding transcript_biotype:protein_coding description:COX assembly mitochondrial protein [Source:UniProtKB/TrEMBL;Acc:R7Q7Y4])'	T
'35.2'	'not assigned.not annotated'	'cdf34666'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:169786:170779:-1 gene:CHC_T00003367001 transcript:CDF34666 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf34672'	' no hits & (original description: pep supercontig:ASM35022v2:HG001704:193581:195127:1 gene:CHC_T00003370001 transcript:CDF34672 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36779'	' no hits & (original description: pep supercontig:ASM35022v2:HG001801:1052:1183:1 gene:CHC_T00005205001 transcript:CDF36779 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36780'	' no hits & (original description: pep supercontig:ASM35022v2:HG001801:27627:30389:-1 gene:CHC_T00005206001 transcript:CDF36780 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36781'	' no hits & (original description: pep supercontig:ASM35022v2:HG001801:37167:38048:1 gene:CHC_T00005207001 transcript:CDF36781 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36782'	' no hits & (original description: pep supercontig:ASM35022v2:HG001801:49186:49965:-1 gene:CHC_T00005208001 transcript:CDF36782 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36373'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:202:2139:1 gene:CHC_T00004700001 transcript:CDF36373 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36374'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:3990:4535:1 gene:CHC_T00004701001 transcript:CDF36374 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36376'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:6870:7943:1 gene:CHC_T00004703001 transcript:CDF36376 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36380'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:43670:43984:1 gene:CHC_T00004706001 transcript:CDF36380 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36381'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:122214:123290:1 gene:CHC_T00004707001 transcript:CDF36381 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36382'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:134811:135587:1 gene:CHC_T00004708001 transcript:CDF36382 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36385'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:142406:142678:1 gene:CHC_T00004710001 transcript:CDF36385 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf36389'	' no hits & (original description: pep supercontig:ASM35022v2:HG001775:148940:150244:-1 gene:CHC_T00004713001 transcript:CDF36389 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38754'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:47679:47783:-1 gene:CHC_T00006192001 transcript:CDF38754 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38755'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:47785:47940:1 gene:CHC_T00006193001 transcript:CDF38755 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38756'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:233374:234225:1 gene:CHC_T00006194001 transcript:CDF38756 gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-dependent DNA helicase [Source:UniProtKB/TrEMBL;Acc:R7QMP3])'	T
'35.2'	'not assigned.not annotated'	'cdf38758'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:281032:282609:1 gene:CHC_T00006195001 transcript:CDF38758 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38762'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:296955:297140:-1 gene:CHC_T00006196001 transcript:CDF38762 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38765'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:302427:302627:1 gene:CHC_T00006199001 transcript:CDF38765 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38766'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:302795:303034:-1 gene:CHC_T00006200001 transcript:CDF38766 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38767'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:307962:310019:-1 gene:CHC_T00006201001 transcript:CDF38767 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38769'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:319453:321210:1 gene:CHC_T00006203001 transcript:CDF38769 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38771'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:322313:323862:-1 gene:CHC_T00006205001 transcript:CDF38771 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38772'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:325957:326262:1 gene:CHC_T00006206001 transcript:CDF38772 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38774'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:328994:330493:-1 gene:CHC_T00006208001 transcript:CDF38774 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38775'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:331808:332704:1 gene:CHC_T00006209001 transcript:CDF38775 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38776'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:332758:333567:1 gene:CHC_T00006210001 transcript:CDF38776 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38777'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:334258:335677:1 gene:CHC_T00006211001 transcript:CDF38777 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38782'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:350917:351738:-1 gene:CHC_T00006214001 transcript:CDF38782 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38783'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:351760:351852:-1 gene:CHC_T00006215001 transcript:CDF38783 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38785'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:361534:363544:1 gene:CHC_T00006217001 transcript:CDF38785 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38786'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:365794:372463:1 gene:CHC_T00006218001 transcript:CDF38786 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38788'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:373573:374699:1 gene:CHC_T00006219001 transcript:CDF38788 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38789'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:376929:377222:-1 gene:CHC_T00006220001 transcript:CDF38789 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38790'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:377686:378207:1 gene:CHC_T00006221001 transcript:CDF38790 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38791'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:378225:379709:-1 gene:CHC_T00006222001 transcript:CDF38791 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38794'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:384476:385202:-1 gene:CHC_T00006224001 transcript:CDF38794 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38795'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:385384:386051:1 gene:CHC_T00006225001 transcript:CDF38795 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38798'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:396155:396796:1 gene:CHC_T00009558001 transcript:CDF38798 gene_biotype:protein_coding transcript_biotype:protein_coding description:Translation initiation factor eIF2B, subunit delta)'	T
'35.2'	'not assigned.not annotated'	'cdf38800'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:399778:405023:-1 gene:CHC_T00006228001 transcript:CDF38800 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38801'	' no hits & (original description: pep supercontig:ASM35022v2:HG001967:405081:406507:-1 gene:CHC_T00006229001 transcript:CDF38801 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf41204'	' no hits & (original description: pep supercontig:ASM35022v2:HG002321:514:1179:1 gene:CHC_T00000914001 transcript:CDF41204 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf41205'	' no hits & (original description: pep supercontig:ASM35022v2:HG002321:2532:2726:1 gene:CHC_T00000915001 transcript:CDF41205 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf41206'	' no hits & (original description: pep supercontig:ASM35022v2:HG002321:2782:2940:-1 gene:CHC_T00000916001 transcript:CDF41206 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf41207'	' no hits & (original description: pep supercontig:ASM35022v2:HG002321:5491:5706:-1 gene:CHC_T00000917001 transcript:CDF41207 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf41208'	' no hits & (original description: pep supercontig:ASM35022v2:HG002321:6123:6245:-1 gene:CHC_T00000918001 transcript:CDF41208 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38073'	' no hits & (original description: pep supercontig:ASM35022v2:HG001898:24238:25068:1 gene:CHC_T00006262001 transcript:CDF38073 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38074'	' no hits & (original description: pep supercontig:ASM35022v2:HG001898:93457:93747:1 gene:CHC_T00006263001 transcript:CDF38074 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'35.2'	'not assigned.not annotated'	'cdf38075'	' no hits & (original description: pep supercontig:ASM35022v2:HG001898:223231:224967:1 gene:CHC_T00006264001 transcript:CDF38075 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
