gene	XP1_nitrate	XP2_fruits	XP3_geno
at2g47050.1	0	0.9975454	0.283942416
at2g47060.4	0.718224525	0.550853059	0.264742893
at2g47070.1	0	0.344416641	0.653551518
at2g47090.1	0	-0.906209223	0.223871434
at2g47110.1	0	0.683534326	-0.288586354
at2g47115.1	-0.551727693	0.697238723	-0.254717141
at2g47120.1	0.219686093	0.216301601	0.131795734
at2g47130.1	0.387717336	0.852282826	0.904872073
at2g47140.1	-0.717677148	0.712431586	0.202238407
at2g47150.1	0.13902203	0.58262424	0.267289095
at2g47160.2	0	-0.922793859	0.085903488
at2g47170.1	0	-0.129548178	0.902515455
at2g47180.1	0.922838253	-0.799878966	0.83057769
at2g47190.1	0	0.637524844	0.153346175
at2g47200.1	0	0.542934569	0.569099975
at2g47210.1	0	-0.071458971	0.576359347
at2g47220.1	-0.942538031	0.503637996	0.699009475
at2g47230.2	-0.938684259	0.476088164	-0.732951332
at2g47240.1	-0.961842227	0.040029207	0.005078569
at2g47250.1	-0.313972735	-0.935691332	0.007484959
at2g47260.1	0.302245404	0.894623512	0.779357156
at2g47270.1	0	-0.268478974	-0.721798173
at2g47280.1	0	0.415962409	0.908784591
at2g47300.2	0.900818245	0.847204464	0.152782551
at2g47310.1	0.491350267	0.294748662	0.398900503
at2g47320.1	0.910965051	0.874451051	0.197872727
at2g47330.1	0	-0.418418745	-0.723256136
at2g47340.1	0	0.431869479	-0.062138365
at2g47350.1	0	-0.258833836	-0.036844329
at2g47360.1	-0.251340374	0.468517942	-0.768133129
at2g47370.1	0	0.17418248	-0.973920597
at2g47380.1	0	-0.234668844	0.669474563
at2g47390.1	0	-0.288333183	-0.726286732
at2g47400.1	0.265884623	0.63686673	0.710673723
at2g47410.1	-0.215002916	-0.221049933	-0.355245665
at2g47420.1	-0.445800653	-0.995191369	-0.133560175
at2g47430.1	-0.701073887	0.817223711	0.544906893
at2g47440.1	0.577918186	-0.996684408	0.771118996
at2g47450.1	-0.680709838	-0.930771555	-0.547748962
at2g47460.1	-0.654018102	-0.963189304	0.924223618
at2g47470.1	0	0.295167733	-0.511111473
at2g47480.1	0	-0.765059819	0.276050004
at2g47485.1	0	-0.478547899	-0.16055511
at2g47490.1	-0.715795043	-0.600000189	0.186672271
at2g47500.1	0.782791537	-0.707774867	0.782517541
at2g47510.1	-0.752600078	-0.8505899	-0.959337089
at2g47520.1	0.124707282	0.665036778	0.651718603
at2g47530.1	0.958672354	0.796247845	0.745588826
at2g47540.1	-0.246845844	0.708084908	0.115519622
at2g47550.1	0	-0.417850789	-0.066489258
at2g47560.1	-0.76469621	-0.059693031	0.043634819
at2g47570.1	0	0.754447966	0.441842449
at2g47580.1	0.950646129	0.00167799	0.239925155
at2g47590.1	0	-0.78990604	-0.002593643
at2g47600.1	0	0.124879825	-0.815785143
at2g47610.1	-0.177864568	0.413226912	0.244145272
at2g47620.1	0	-0.032356369	0.259201598
at2g47630.1	0.099579188	0.430828222	0.963826506
at2g47640.1	0	0.688555943	0.794620121
at2g47650.2	-0.35446959	-0.239311525	-0.820612548
at2g47660.1	0	0.102799981	0.936230314
at2g47670.1	0	0.323525056	0.551092595
at2g47680.1	0.89066853	0.676179956	0.615221828
at2g47690.1	0.272710446	-0.620179684	-0.602531377
at2g47700.1	0.445152961	-0.878588726	0.92208982
at2g47710.1	0	0.654969293	0.89073387
at2g47720.1	0	-0.926484364	0.625065621
at2g47730.1	-0.673577845	0.116483209	-0.715465485
at2g47750.1	-0.939095656	0.548291581	0.208436619
at2g47760.1	0.839881395	-0.767286551	-0.029829509
at2g47770.1	-0.111407053	-0.379505896	-0.020437365
at2g47780.1	0	0.51732095	-0.294015804
at2g47790.1	0.355862438	0.661411113	0.969258852
at2g47800.1	-0.611457474	-0.391261844	-0.957904537
at2g47810.1	0.539300492	-0.044067434	-0.218594719
at2g47820.1	0.359102184	0.919227948	-0.163988618
at2g47830.1	-0.102877662	0.352466127	-0.671753869
at2g47840.1	-0.993945665	-0.762950571	0.941697814
at2g47844.1	0.202000737	-0.360006278	-0.140327355
at2g47850.1	-0.086247438	-0.88370654	0.068574751
at2g47860.3	0	0.008072421	-0.769843323
at2g47870.1	-0.90005436	-0.990308996	-0.99746052
at2g47880.1	0	0.201743066	-0.649601409
at2g47890.1	-0.09432213	-0.58229875	0.526434936
at2g47900.3	0	0.651935751	0.116726039
at2g47910.1	0.159138029	-0.408000309	0.269901486
at2g47920.1	0	-0.085718632	0.787581161
at2g47930.1	0.889292779	0.817998326	0.415574377
at2g47940.1	-0.275800227	0.170830854	0.8238818
at2g47950.1	-0.868162722	-0.960697858	0.950787173
at2g47960.1	-0.177855324	-0.52244949	0.321830191
at2g47970.1	0	0.220192241	0.794789702
at2g47980.1	0	0.698678386	0.068902967
at2g47990.1	0.641748302	-0.813014711	-0.811674623
at2g48000.1	-0.551669264	-0.02566612	-0.030579953
at2g48010.1	0	-0.618774506	-0.130865871
at2g48020.2	0	-0.620334468	-0.594244069
at2g48030.1	0.21840013	0.01711516	-0.931177868
at2g48060.1	0.36506208	-0.380415038	-0.881412189
at2g48070.3	0	0.86467133	-0.427816678
at2g48075.1	-0.24455728	0.252872015	0.352530275
at2g48080.1	0.798091751	-0.884062981	0.167104613
at2g48090.1	0	-0.320625176	-0.66779064
at2g48100.1	0.803775678	0.935749804	0.132990243
at2g48110.1	0.582318308	-0.887065622	0.649762614
at2g48120.1	-0.052079477	-0.698638754	0.059300082
at2g48121.2	0	-0.212235387	-0.361629063
at2g48130.1	0	0.388613077	-0.959032767
at2g48140.1	0.677571234	0.472969713	-0.782482819
at2g48150.1	0	0.485560111	-0.710763438
at2g48160.1	-0.753306251	0.188258339	-0.519120188
at3g01010.1	-0.553174611	-0.644183235	-0.572880083
at3g01015.1	0	0.605301052	-0.479489947
at3g01020.1	-0.847259048	0.01494724	-0.996319729
at3g01030.1	0	0.365098356	-0.756485326
at3g01040.1	0.1255732	0.734517673	-0.725693092
at3g01050.1	0	0.284082853	-0.963448473
at3g01060.1	0.372008088	-0.728147407	-0.94481291
at3g01070.1	-0.936991454	-0.379521724	-0.786388894
at3g01080.1	-0.102938118	-0.494107677	0.298028186
at3g01085.1	0	0.659067699	0.580806131
at3g01090.2	-0.736387802	0.241400889	-0.728971129
at3g01100.1	-0.142368176	-0.107363834	-0.906345951
at3g01120.1	0	-0.190126779	0.533812112
at3g01130.1	0.639040039	0.249026118	0.525115397
at3g01140.1	0	-0.576510114	0.841160865
at3g01150.1	0	0.753407215	0.837137259
at3g01160.1	-0.050718558	0.18310918	0.442995735
at3g01170.1	0	-0.066161244	-0.926809241
at3g01175.1	-0.605169464	-0.732925351	0.654864072
at3g01180.1	-0.258787532	0.187656179	0.355253849
at3g01185.1	0.352522409	0.887369043	-0.374959564
at3g01190.1	0.352754254	-0.998449006	0.098258391
at3g01200.1	0	-0.615762284	-0.838449576
at3g01210.1	-0.102809402	0.878126816	0.135129756
at3g01220.1	-0.076133337	0.419690423	0.840056609
at3g01230.1	0.441646215	-0.233491986	0.052864742
at3g01240.1	-0.38170611	0.794667745	0.692263353
at3g01250.1	0.644962945	0.313683349	-0.193466678
at3g01260.1	-0.789029126	-0.309313968	0.737432505
at3g01270.1	0.401200803	0.482912605	0.213336263
at3g01280.1	0.712774473	0.306680769	-0.781665867
at3g01290.1	0	0.890640157	0.572126999
at3g01300.1	0.004623326	-0.28643098	-0.989912406
at3g01310.1	0.159853505	0.223825858	-0.999591697
at3g01311.1	0.500572269	0.797677374	0.138776253
at3g01319.1	-0.515792584	-0.986288448	0.998472698
at3g01320.1	0	0.930269334	-0.838338203
at3g01322.1	0.50298534	0.871907038	-0.853697462
at3g01323.1	0.452168139	0.488238024	-0.430101827
at3g01324.1	-0.702717726	-0.811024959	-0.013297076
at3g01325.1	0	0.575329106	-0.143525872
at3g01326.1	-0.575735136	-0.759364043	-0.901633337
at3g01327.1	-0.856547481	0.693576812	-0.864369892
at3g01328.1	0.49057805	-0.259085125	0.237820007
at3g01329.1	0	-0.844409822	0.297881183
at3g01330.1	0	-0.353768312	-0.214177972
at3g01331.1	-0.443491978	0.025242503	-0.492174536
at3g01340.1	0.347274906	-0.785614443	-0.535363867
at3g01345.1	0.617890028	-0.726258324	0.547958913
at3g01350.1	0.26438925	-0.76571092	0.696359104
at3g01360.1	-0.716952918	-0.317516051	-0.816886849
at3g01370.1	-0.796021283	-0.752665529	-0.426424277
at3g01380.1	0	-0.99482273	-0.881082035
at3g01390.1	0.471934598	-0.606478726	-0.250779476
at3g01400.1	0.479318246	-0.272089981	-0.057608411
at3g01410.1	0.538555526	0.146458749	0.965594124
at3g01420.1	0	-0.381788584	-0.870945772
at3g01430.1	0.686981048	0.429510531	0.969329011
at3g01435.1	0	-0.381124043	0.455637557
at3g01440.1	-0.589367961	-0.03900405	0.299199075
at3g01450.1	-0.719523492	0.525466417	0.565971164
at3g01460.1	-0.522243813	0.428164289	-0.61566711
at3g01470.1	0	-0.333904792	-0.628373826
at3g01480.1	-0.106631672	0.279119484	-0.2052911
at3g01490.1	-0.841531611	-0.00574594	-0.014624915
at3g01500.2	0.737513378	-0.796402445	0.910509123
at3g01510.1	-0.086732831	-0.833592543	0.314949228
at3g01513.1	0	0.733553499	0.682486165
at3g01516.1	0.703735569	-0.072737631	0.243406813
at3g01520.1	-0.223588542	0.315665977	0.773689583
at3g01530.1	-0.311028258	-0.301112247	0.441494067
at3g01540.2	-0.302343565	-0.082551437	-0.259714832
at3g01550.1	-0.262454102	-0.787293519	0.749866897
at3g01560.1	-0.445944017	-0.754007833	0.181924017
at3g01570.1	0.223929496	0.579733007	-0.930735342
at3g01572.1	0.291354427	-0.712122429	-0.271184022
at3g01580.1	-0.420495775	-0.177766972	0.199197731
at3g01590.2	0	0.54411908	0.490462941
at3g01600.1	-0.303771276	-0.712614788	-0.437053492
at3g01610.1	0.512052033	-0.597489257	-0.603118528
at3g01620.1	-0.596816949	0.087228468	0.710204196
at3g01630.1	0.030165458	0.325242544	0.94243258
at3g01640.1	-0.681795634	0.304704193	-0.885315534
at3g01650.1	0	0.18496484	0.471799147
at3g01660.1	0.489730649	-0.488527052	-0.255920871
at3g01670.1	0.076898806	-0.672853562	-0.417428092
at3g01680.1	-0.009312604	0.904804764	0.749799287
at3g01690.1	-0.22788107	-0.958511976	0.845384044
at3g01700.1	0.892052321	-0.983895804	-0.172320733
at3g01710.1	0	0.516494441	-0.624431756
at3g01720.1	0	-0.341540118	0.666064981
at3g01730.1	0	0.829360513	0.900079849
at3g01740.1	-0.96789844	0.651734202	0.703353073
at3g01750.1	0	-0.171214635	0.791801132
at3g01760.1	-0.255806874	0.16483118	-0.689208782
at3g01770.1	0	0.693807367	0.886333726
at3g01780.1	0	0.582731637	-0.61457934
at3g01790.1	0	-0.697972493	0.077794609
at3g01800.1	0.788979491	0.780980034	0.792563098
at3g01810.1	-0.662388226	-0.356289527	-0.235959384
at3g01820.1	0	-0.803912604	-0.331638418
at3g01830.1	-0.94489122	-0.92345218	0.921588955
at3g01840.1	0.335469728	-0.230137684	-0.366662597
at3g01850.1	0	0.459337225	0.553887957
at3g01860.1	0	0.538678631	-0.611740161
at3g01870.1	0.279164668	-0.492980195	0.613523921
at3g01880.1	-0.395971886	-0.586318095	0.778292765
at3g01890.1	0	0.69539967	0.377974856
at3g01900.1	0	-0.664690123	-0.262345318
at3g01910.1	-0.260396101	-0.644156283	0.73856563
at3g01920.1	0	0.408229756	-0.175916863
at3g01930.2	0.108469411	0.074887165	-0.243205379
at3g01940.1	0.16018681	0.098129397	0.623672472
at3g01950.1	0.720318615	-0.841743715	-0.888688951
at3g01960.1	0.063358527	0.354173034	0.122121782
at3g01961.1	0.729221311	0.117703597	0.562952169
at3g01970.1	0.323889141	0.038061525	0.429319466
at3g01980.3	0	0.208147846	0.511977145
at3g01990.1	-0.133193756	0.920838217	0.939647264
at3g02000.1	0.920965589	-0.851705693	-0.612683679
at3g02010.1	0.21269245	-0.597747733	-0.569525282
at3g02020.1	-0.981107925	-0.575579467	-0.928848265
at3g02030.1	0.920586129	-0.569496312	-0.838590171
at3g02040.1	-0.446631162	0.464683382	-0.013902933
at3g02050.1	0.964584569	-0.486890321	-0.188556521
at3g02060.1	0.097234264	-0.173942453	-0.050470549
at3g02065.2	0	0.423215322	0.241415731
at3g02070.1	0.412059028	-0.343629918	0.523146603
at3g02080.1	0.535489483	0.852162878	0.092188787
at3g02090.2	-0.380687397	0.379830678	-0.276067781
at3g02100.1	0	-0.396783759	0.284960735
at3g02110.1	0.310202802	-0.873239073	-0.296617574
at3g02120.1	0.842245117	0.540246617	0.117963519
at3g02125.1	0	-0.660799947	-0.848922325
at3g02130.1	0	-0.158228295	-0.573160142
at3g02140.1	0	-0.745795408	0.896454163
at3g02150.2	0	-0.194759674	-0.826223417
at3g02160.1	-0.780340431	-0.76756886	0.89784492
at3g02170.1	0.895796043	-0.504598984	0.427142727
at3g02180.1	0.251252846	-0.406120933	-0.618239019
at3g02190.1	0.650554261	0.082146008	0.40266133
at3g02200.2	0.642172236	-0.054874992	0.070243055
at3g02210.1	-0.17308389	0.64740584	-0.722439189
at3g02220.1	0	-0.440276029	0.089725677
at3g02230.1	-0.713953762	0.684025045	-0.417978661
at3g02240.1	-0.088766498	-0.597016789	0.041950585
at3g02242.1	0	0.530636728	-0.2103049
at3g02250.1	-0.70303989	-0.007662977	0.878927515
at3g02260.1	0	-0.978411176	0.879945216
at3g02270.1	0.83734162	0.149099846	-0.369278086
at3g02280.1	0.506036113	0.742412074	0.975092025
at3g02290.1	0	0.624050831	0.413647581
at3g02300.1	-0.157950557	-0.337649571	-0.239596016
at3g02310.1	0	-0.758349156	-0.855316946
at3g02320.1	-0.064097486	-0.244529323	-0.107345983
at3g02330.1	0	-0.034199765	-0.316129539
at3g02340.1	0	0.783997003	0.926956632
at3g02350.1	0	-0.57235072	-0.021653806
at3g02360.2	-0.212823275	-0.331000756	0.629381337
at3g02370.2	0	-0.211147708	0.79086607
at3g02380.1	-0.675136802	-0.22373165	0.928869889
at3g02390.2	0.190522912	-0.338485962	-0.160294485
at3g02400.1	0.867598182	-0.642339353	0.213045628
at3g02410.1	0.201854328	-0.192205158	-0.817880319
at3g02420.1	0	-0.653637246	0.863441809
at3g02430.1	0	-0.315304697	0.779108612
at3g02440.1	0.270650976	0.310183837	-0.678610074
at3g02450.1	0.667289821	0.706285388	-0.209950937
at3g02460.1	0	0.010766631	-0.833981862
at3g02468.1	0.133625077	0.041479206	0.999059734
at3g02470.1	0.595699791	-0.549700384	0.952857633
at3g02480.1	0.901458636	-0.911092953	0.352063828
at3g02490.1	0	0.723529425	0.67300975
at3g02493.1	0.97455919	0.725282133	0.041360981
at3g02500.1	0	0.601164811	-0.606964117
at3g02510.1	0.773857878	0.294200844	0.006711848
at3g02520.1	0.613723443	0.719466711	-0.908896365
at3g02530.1	0	-0.910887167	-0.18611414
at3g02540.1	0.285276277	0.669835928	0.379109695
at3g02550.1	0	-0.28420542	-0.535688082
at3g02555.1	-0.785282736	0.994706228	-0.183608346
at3g02560.1	-0.533502958	-0.040792904	0.541022333
at3g02570.1	-0.385805248	0.557890163	-0.094671499
at3g02580.1	0	-0.440642497	-0.206347386
at3g02590.1	-0.066751666	0.426227676	-0.417968849
at3g02600.1	0	0.142113427	0.186939746
at3g02610.1	-0.712495679	0.104293432	-0.959577843
at3g02620.1	0.66387971	0.660185105	-0.45172649
at3g02630.1	0.294788355	-0.154409355	-0.165201154
at3g02640.1	-0.555610689	0.454596136	-0.753955125
at3g02645.1	-0.77696059	0.664496334	0.735401056
at3g02650.1	-0.044560676	0.26427353	-0.683416456
at3g02660.1	0	-0.746382467	-0.029467523
at3g02670.1	0.324051346	0.359723115	0.236557352
at3g02680.1	-0.667899244	-0.89538461	-0.172320268
at3g02690.1	0	0.174783381	0.650040508
at3g02700.1	-0.148955297	-0.801980488	0.775840578
at3g02710.1	0.984962904	-0.520401615	-0.957433288
at3g02720.1	0	-0.232004103	0.724777197
at3g02730.1	-0.401819459	-0.845166423	-0.79082551
at3g02740.1	0.194741229	-0.616169195	-0.568045505
at3g02750.3	0	-0.60750652	-0.821130747
at3g02760.1	0	-0.474435652	-0.695387503
at3g02770.1	0	0.11107432	0.51883647
at3g02780.1	0	0.498245817	0.51394082
at3g02790.1	0	0.52327104	-0.413582152
at3g02800.1	0	-0.481827934	-0.53036717
at3g02810.1	-0.602006398	0.800682417	0.07897487
at3g02820.1	0.742921895	-0.183649639	-0.063215239
at3g02830.1	-0.860642748	-0.287161628	-0.79902621
at3g02840.1	0.799372916	0.105823276	-0.499768024
at3g02850.1	0.882129288	-0.247556105	-0.444952051
at3g02860.2	-0.308939631	0.198151842	-0.123046827
at3g02870.1	0	0.15143102	-0.096771659
at3g02875.1	0	0.67607606	0.396448845
at3g02880.1	0	0.007851666	0.122135419
at3g02885.1	0	0.494615254	0.503784767
at3g02890.1	0	0.697155123	-0.245261967
at3g02900.1	0	0.867460674	0.99477747
at3g02910.1	0.783409781	-0.849354319	0.195271898
at3g02920.2	0.068034609	0.722700739	-0.655066796
at3g02930.1	0.281684393	-0.896649443	-0.70182746
at3g02940.1	0	0.372405713	-0.117217577
at3g02950.1	0.691585397	-0.381978113	0.978238483
at3g02960.1	0	-0.228230335	0.148692131
at3g02970.1	-0.793004047	0.609768831	0.622518978
at3g02980.1	-0.681959116	0.183549441	-0.266975388
at3g02990.1	-0.513716259	0.601940158	0.370967496
at3g03000.1	0.445137875	0.397121153	0.245579484
at3g03010.1	-0.580769438	-0.153059403	0.61257378
at3g03020.1	0.797564386	0.06690126	-0.101165811
at3g03030.1	0.211950033	0.658975592	-0.94136154
at3g03040.1	-0.474621539	0.977955061	-0.346336634
at3g03050.1	0	-0.674409046	0.051728931
at3g03060.1	0	0.792473716	-0.690309765
at3g03070.1	0.76623259	-0.542833328	-0.267099694
at3g03080.1	0	-0.954754353	0.633857891
at3g03090.1	-0.130692604	0.010474244	0.291651363
at3g03100.1	-0.067270814	-0.791455402	0.273254121
at3g03110.1	0.199913532	0.504799085	-0.238628207
at3g03120.1	0	0.785113293	0.195374375
at3g03130.1	0.581925366	0.803505541	-0.937453253
at3g03140.1	-0.324843472	-0.88524033	0.086341278
at3g03150.1	0	0.669313364	-0.325422456
at3g03160.1	0.476982394	-0.930647826	-0.148725004
at3g03170.1	0.652737736	0.485298159	0.241095122
at3g03180.1	0	-0.483794872	0.014442278
at3g03190.1	0	0.985055683	-0.090181218
at3g03200.1	0	0.826193375	0.838280747
at3g03210.1	-0.368213426	0.231113113	-0.600060955
at3g03220.1	0.130454033	0.134348468	-0.216433039
at3g03230.1	0.400018608	-0.713340584	0.1433897
at3g03240.1	0	0.235326933	-0.620995521
at3g03250.1	0.378924641	-0.618348547	0.410854118
at3g03260.1	0.798498005	0.292056427	-0.205720814
at3g03270.1	-0.441480938	0.938056698	-0.556993117
at3g03272.1	-0.549801882	-0.36202358	0.301375769
at3g03280.1	0	0.299048274	0.018379105
at3g03290.1	-0.002917332	-0.001622202	-0.092594626
at3g03300.1	0.301558451	0.622739881	-0.092158393
at3g03305.1	0.24109708	-0.079003151	-0.132188594
at3g03310.1	-0.1610494	0.280629403	-0.091206497
at3g03320.1	0.53763301	0.816680684	-0.500701743
at3g03330.1	0	-0.476233883	0.988714239
at3g03340.1	0.965391256	0.009531495	-0.605479053
at3g03341.1	-0.409799331	0.828806721	-0.441726353
at3g03350.2	0	0.091302562	-0.865993444
at3g03360.1	0.62875599	-0.380206674	0.293778676
at3g03370.2	0	0.827796388	0.247053569
at3g03380.1	0.419834596	-0.148821002	0.105763759
at3g03400.1	0.976249226	-0.54477329	0.602848203
at3g03405.1	0	-0.785045976	-0.766511485
at3g03410.1	0.264111578	-0.621768877	0.839782757
at3g03420.1	0.981686183	-0.743109925	-0.759958087
at3g03430.1	0.366086729	-0.462799989	0.584014658
at3g03440.1	0	0.006014875	-0.74344793
at3g03450.1	-0.328547169	0.508137626	0.526418939
at3g03456.1	-0.707628092	-0.522144051	0.508368802
at3g03460.1	0	-0.865129335	-0.020837293
at3g03470.1	0.094910678	0.667480904	-0.924430034
at3g03480.1	0	0.590299926	-0.123900303
at3g03490.1	0.766290586	-0.849275724	-0.322332634
at3g03500.1	-0.177601142	-0.645706793	-0.206371284
at3g03510.1	-0.56375556	-0.932813188	-0.133472991
at3g03520.1	0	-0.381959673	0.786688585
at3g03530.1	0	0.351981368	0.053351571
at3g03540.1	-0.78481736	0.473445914	0.925561042
at3g03550.1	-0.041125391	0.56589805	0.01979557
at3g03560.1	0	-0.977181361	0.496230808
at3g03570.1	-0.26905056	0.662218109	0.660792299
at3g03580.1	0.251269215	0.201587572	-0.860227315
at3g03590.1	-0.198756439	0.605628026	-0.056668037
at3g03600.1	0	0.760980686	-0.557823509
at3g03610.1	0.922299153	2.33735E-05	0.301652301
at3g03620.1	0	-0.207249103	0.930419577
at3g03626.1	0	0.791380564	-0.677709344
at3g03630.1	0	-0.270747077	-0.258535135
at3g03640.1	0.612998145	-0.127732882	0.688840088
at3g03650.1	-0.112020205	-0.954458211	-0.564632259
at3g03660.2	0	0.87644348	0.495685158
at3g03670.1	0	0.072703921	-0.546912969
at3g03680.1	0.122509461	-0.468683121	0.408908652
at3g03690.1	-0.350499999	-0.632843459	-0.884069875
at3g03700.1	0.201504301	0.28059872	0.686829442
at3g03710.1	-0.414310467	-0.084580199	0.473926293
at3g03720.1	0	-0.345827036	0.780674132
at3g03726.1	-0.678950577	0.926615573	-0.152864508
at3g03730.1	-0.380199198	0.133377879	0.097941691
at3g03740.1	-0.466987523	-0.468769194	0.538546525
at3g03750.2	0	-0.943693914	0.495805799
at3g03760.1	-0.97558725	0.27551223	0.981319582
at3g03770.1	-0.032582627	0.01882524	0.815579397
at3g03773.2	0.675676795	0.730426664	-0.491430385
at3g03776.1	0	0.768271897	-0.76084021
at3g03780.1	0	0.470636964	-0.110178562
at3g03790.3	0.928771397	-0.55528573	-0.698820233
at3g03800.1	0	0.635686584	0.460430659
at3g03810.1	0.670260351	-0.28121794	-0.527839904
at3g03820.1	0	-0.153260883	-0.814728974
at3g03826.1	-0.418264146	-0.586349286	0.566627085
at3g03828.1	0.50352425	0.559801464	-0.660154773
at3g03830.1	0.534590009	0.780530582	-0.131064415
at3g03840.1	0	0.888592705	0.454846947
at3g03847.1	0	-0.627313788	0.354737371
at3g03850.1	-0.728895428	0.96994304	0.359753884
at3g03860.1	0	0.258622958	-0.767677974
at3g03870.2	0	-0.872806637	0.930449172
at3g03880.1	0	-0.445226158	-0.435223922
at3g03890.1	0.718321306	0.577546928	0.919097872
at3g03900.1	-0.894367049	0.16261071	-0.797575276
at3g03910.1	0	-0.179777788	-0.412645347
at3g03920.1	-0.807616138	0.768560855	0.241802545
at3g03930.1	0.161620909	0.359149963	0.856500391
at3g03940.1	-0.443265691	0.093743805	-0.690739747
at3g03950.3	0.637491015	0.946292137	0.682511002
at3g03960.1	-0.123286981	-0.824027839	-0.858246682
at3g03970.1	0.665868174	0.003240843	0.24985993
at3g03980.1	-0.264412301	0.926770028	0.604818915
at3g03990.1	0	0.173386052	0.311727444
at3g04000.1	0	-0.628303475	0.929759685
at3g04010.1	0.144207432	-0.113763207	0.468550567
at3g04020.1	0.833118707	-0.388454794	0.978870609
at3g04030.3	-0.408773325	0.919172327	0.076376087
at3g04040.1	0.89422528	0.635253712	-0.365827097
at3g04050.1	-0.804631528	0.176330214	0.467738316
at3g04060.1	-0.334153653	-0.583705839	-0.431838216
at3g04070.1	0	0.793297827	0.215337356
at3g04080.1	-0.691496839	-0.430414121	-0.434223215
at3g04090.1	-0.764570923	0.530722732	0.167489056
at3g04100.1	0	-0.846105231	0.046526998
at3g04110.1	0	0.693723427	0.628161645
at3g04120.1	0	0.839439924	-0.750526179
at3g04130.1	0	-0.29213942	-0.170291034
at3g04140.1	-0.943626642	-0.749250797	-0.650114216
at3g04150.2	-0.442344109	0.985659611	0.206780147
at3g04160.2	0.080601425	-0.593294863	-0.007490031
at3g04170.1	0	-0.94508922	-0.369854595
at3g04180.1	-0.238471312	-0.292004504	-0.111637603
at3g04181.1	0	0.552602284	-0.670427472
at3g04184.1	0	0.112316539	-0.398020754
at3g04190.1	0	-0.541701784	-0.515880532
at3g04200.1	0.646701453	0.608153895	-0.989777463
at3g04210.1	0	0.658422364	-0.874194426
at3g04220.1	0	-0.57965915	0.3648813
at3g04230.1	-0.754548694	-0.534784983	-0.97063738
at3g04240.1	-0.110481536	-0.679259813	0.386226629
at3g04250.1	0.678177029	-0.758745031	-0.737234815
at3g04260.1	0	-0.630270628	-0.031384683
at3g04270.1	-0.882454	0.208396576	-0.777233605
at3g04280.1	0.425560954	0.963422354	-0.678235855
at3g04290.1	0.181229212	-0.457663391	0.368306683
at3g04300.1	0	0.911484441	0.166723376
at3g04310.1	0	0.960930519	0.853740795
at3g04320.1	0	0.959590186	-0.67760414
at3g04330.1	-0.561542954	0.115352193	0.917242216
at3g04340.1	0.662248914	-0.773074746	0.299938644
at3g04350.1	0.800439991	-0.66244378	0.063019058
at3g04360.1	0	0.93262986	0.832704095
at3g04370.1	-0.52607807	0.98170282	-0.41898875
at3g04380.1	0	-0.826811795	0.986750345
at3g04390.1	-0.572899171	-0.796919763	-0.557836268
at3g04400.1	0	0.410058613	0.937619757
at3g04410.1	-0.287644654	-0.733078362	-0.691711545
at3g04420.1	-0.248739114	-0.167343353	-0.030119113
at3g04430.1	-0.246020342	-0.553616602	0.180982893
at3g04440.1	0	0.340373969	0.063420606
at3g04450.1	0	0.778743735	-0.310197905
at3g04460.1	-0.81437237	-0.796439839	0.571193789
at3g04470.1	0	0.08131805	0.327599277
at3g04480.1	0	-0.566003994	0.042646498
at3g04490.1	-0.9893041	0.917622684	-0.015030044
at3g04500.1	-0.927697816	0.816463752	-0.403303342
at3g04510.1	0.643940987	-0.319326563	-0.099253457
at3g04520.1	0	0.503842583	-0.212753993
at3g04530.1	0	-0.404481056	0.241369934
at3g04540.1	-0.529594825	-0.642773099	-0.773127205
at3g04545.1	0	-0.144069728	0.151220879
at3g04550.1	0	-0.743835192	0.817513442
at3g04560.1	-0.018755081	0.552461783	0.810353103
at3g04570.1	-0.523117486	-0.818947536	0.563221376
at3g04580.1	0	-0.716687061	0.882460158
at3g04590.2	-0.773292369	-0.484966566	-0.976000237
at3g04600.1	0	0.636487261	-0.999920313
at3g04610.1	0	-0.727740309	0.250792171
at3g04620.1	-0.160993625	0.22768403	0.793162425
at3g04630.1	-0.672729799	-0.365696709	-0.719937889
at3g04640.1	0.05637041	-0.045227529	-0.947050786
at3g04650.1	0.193362509	0.583725971	0.992009281
at3g04660.1	-0.263129182	-0.877275473	-0.496277018
at3g04670.1	-0.289238627	0.55358233	-0.675523842
at3g04680.1	0.135412001	0.765563401	0.31116789
at3g04690.1	0	0.532855985	0.202799441
at3g04700.1	0.012843673	-0.140237568	-0.337878458
at3g04710.1	0	0.657498744	-0.878886215
at3g04720.1	0.177959713	-0.43037643	-0.963556341
at3g04721.1	0	-0.527611082	0.195016318
at3g04730.1	0.472973725	-0.568521518	-0.139217035
at3g04732.1	-0.985250777	0.992924833	0.874519553
at3g04735.1	-0.617045436	-0.629532889	-0.754301376
at3g04740.1	0	-0.629838416	0.891827061
at3g04750.1	0	0.110051049	-0.114795481
at3g04760.1	0	0.044794941	0.444866836
at3g04770.1	0.587566827	0.903743904	0.79821084
at3g04780.1	0	-0.797943108	-0.177416464
at3g04790.1	0	-0.881640943	0.867622207
at3g04800.1	-0.223577764	0.547252568	0.335164333
at3g04810.1	0.642089916	-0.340059384	0.177001107
at3g04820.1	0.758548785	-0.072967256	-0.38783288
at3g04830.1	0	-0.330800965	-0.139069471
